Policy_Cancelled_Post_Purchase,Policy_Start_Year,Policy_Start_Week,Grace_Period_Extensions,Previous_Policy_Duration_Months,Adult_Dependents,Child_Dependents,Infant_Dependents,Existing_Policyholder,Previous_Claims_Filed,Years_Without_Claims,Policy_Amendments_Count,Underwriting_Processing_Days,Vehicles_on_Policy,Custom_Riders_Requested,Days_Since_Quote,Purchased_Coverage_Bundle,Total_Dependents,Has_Children,Employer_ID_Present,Broker_ID_Missing,Underwriting_Delayed,Fast_Buyer,log_Income,log_Income_Per_Dependent,Risk_Score,Indecision_Score,Policy_Complexity,Month_Num,Month_Sin,Month_Cos,Week_Sin,Week_Cos,Deductible_Tier_Ord,Agency_National,Emp_Employed_FullTime,Emp_Self_Employed,Emp_Unemployed,Acq_Aggregator_Site,Acq_Corporate_Partner,Acq_Direct_Website,Acq_Local_Broker,Broker_ID_TargetEnc,Region_TargetEnc,Employer_ID_TargetEnc
0,2017,9,1,0,2,0.0,0,0,0,0,1,0,0,0,0,2,2.0,0,0,1,0,1,9.940543424109897,8.842027493028722,1,0,1,6,1.2246467991473532e-16,-1.0,0.8854560256532099,0.4647231720437686,1,1,0,1,0,0,0,1,0,2.5966078088390705,2.9044359574156173,2.7722462297698374
0,2017,35,0,4,2,0.0,0,0,0,0,2,0,0,1,229,2,2.0,0,0,0,0,0,10.36671294887706,9.268163583307821,0,458,3,12,-2.4492935982947064e-16,1.0,-0.8854560256532096,-0.4647231720437691,1,1,1,0,0,0,0,0,1,2.6252681791649435,2.7544765952219668,2.773039070400976
0,2017,26,0,1,2,0.0,0,0,0,0,0,0,0,0,234,2,2.0,0,0,0,0,0,10.30132497702317,9.20277986322201,0,0,0,10,-0.8660254037844386,0.5000000000000001,-3.216245299353273e-16,-1.0,1,0,1,0,0,0,0,0,1,2.7223972167051285,2.8050666008353997,2.7718757197912924
0,2017,19,0,2,3,0.0,0,0,0,0,3,0,0,3,89,7,3.0,0,0,0,0,0,11.290067497872965,9.903810625342489,0,267,6,9,-1.0,-1.8369701987210297e-16,0.7485107481711013,-0.663122658240795,1,0,1,0,0,1,0,0,0,2.8342841875511606,2.8789866147675753,2.771069059750662
0,2015,53,0,4,2,0.0,0,0,0,0,0,0,0,0,28,4,2.0,0,0,0,0,0,10.586285867838619,9.487724098024408,0,0,0,4,0.8660254037844387,-0.4999999999999998,0.12053668025532314,0.992708874098054,1,0,1,0,0,1,0,0,0,2.828848952938124,2.7170024916468254,2.7722462297698374
0,2016,25,2,2,2,0.0,0,0,0,0,0,0,0,0,171,2,2.0,0,0,0,0,0,10.533654197668232,9.435095157887833,2,0,0,10,-0.8660254037844386,0.5000000000000001,0.12053668025532308,-0.992708874098054,1,0,1,0,0,0,0,1,0,2.6404476220729736,2.760403058319625,2.7718757197912924
0,2016,18,0,1,1,0.0,0,0,0,0,0,0,0,0,2,4,1.0,0,0,0,0,1,10.66826073485077,9.975136825994483,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0.8229838658936565,-0.5680647467311557,1,0,1,0,0,0,0,0,1,3.1855442060750483,2.684503903174597,2.7718757197912924
0,2016,35,0,1,3,0.0,0,0,0,0,0,0,0,2,8,4,3.0,0,0,1,0,0,11.340512693611988,9.954253976902042,0,0,2,12,-2.4492935982947064e-16,1.0,-0.8854560256532096,-0.4647231720437691,1,0,1,0,0,1,0,0,0,2.5884878412643415,2.7646248793391384,2.773039070400976
0,2017,18,0,2,1,0.0,0,0,0,0,0,0,0,2,5,2,1.0,0,0,1,0,1,10.815401721213975,10.122274628175361,0,0,2,9,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,1,0,1,0,0,1,0,0,0,2.5884878412643415,2.822517202044326,2.773039070400976
0,2016,42,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,0,0,1,10.502837932555446,9.809718210032072,0,0,0,2,0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,1,0,0,1,0,0,0,0,1,2.741597142730514,2.6246346197067454,2.7718757197912924
1,2017,14,1,0,2,0.0,0,0,0,0,0,0,0,2,228,2,2.0,0,0,0,0,0,9.970678334568161,8.872159543209033,1,0,2,8,-0.8660254037844384,-0.5000000000000004,0.992708874098054,-0.12053668025532288,1,1,1,0,0,1,0,0,0,2.728583246565186,2.8411396005635243,2.7718757197912924
1,2017,8,0,1,2,0.0,0,0,0,0,0,0,0,0,35,2,2.0,0,0,1,0,0,0.0,0.0,0,0,0,6,1.2246467991473532e-16,-1.0,0.8229838658936564,0.5680647467311559,1,1,1,0,0,1,0,0,0,2.5966078088390705,2.626062861041803,2.7722462297698374
0,2017,15,0,2,2,0.0,0,0,0,0,0,0,0,1,21,2,2.0,0,0,0,0,0,9.984227094287471,8.885707044756769,0,0,1,8,-0.8660254037844384,-0.5000000000000004,0.9709418174260521,-0.2393156642875575,1,1,1,0,0,1,0,0,0,3.336667251154727,2.841735931654188,2.7721016236441542
0,2015,36,0,2,1,0.0,0,0,0,0,0,0,0,0,18,2,1.0,0,0,0,0,0,10.01093873123418,9.31783645568443,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.9350162426854147,-0.3546048870425359,1,0,1,0,0,1,0,0,0,2.674740150005572,2.626062861041803,2.7722462297698374
0,2015,29,2,5,2,0.0,0,0,0,0,0,0,1,0,58,3,2.0,0,0,0,0,0,11.026080493093653,9.927500747382656,2,0,0,11,-0.5000000000000004,0.8660254037844384,-0.3546048870425356,-0.9350162426854148,2,1,1,0,0,1,0,0,0,2.7182234133007244,2.834425338876217,2.7722462297698374
0,2016,38,1,4,3,0.0,0,0,0,0,0,0,0,1,19,7,3.0,0,0,0,0,0,10.856201819876354,9.469965310992226,1,0,1,1,0.49999999999999994,0.8660254037844387,-0.992708874098054,-0.12053668025532357,1,0,1,0,0,1,0,0,0,2.6566255140442068,2.6801663303481655,2.7721016236441542
0,2017,31,0,2,3,0.0,0,0,0,0,0,0,0,1,0,2,3.0,0,0,0,0,1,10.998541685134914,9.61229750098083,0,0,1,12,-2.4492935982947064e-16,1.0,-0.5680647467311556,-0.8229838658936565,1,1,1,0,0,1,0,0,0,3.298154445313267,2.7601922150692557,2.7722462297698374
1,2017,16,0,3,3,0.0,0,0,0,0,0,0,0,0,15,3,3.0,0,0,0,0,0,11.34823099422721,9.961972003466819,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0.9350162426854148,-0.35460488704253545,1,0,1,0,0,1,0,0,0,2.8276990465078673,2.7688928281029224,2.7721016236441542
1,2016,28,1,2,2,1.0,0,0,0,0,0,0,0,0,23,2,3.0,1,0,0,0,0,10.845673880442906,9.459437983823095,1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.23931566428755743,-0.9709418174260521,2,1,1,0,0,1,0,0,0,3.352241014802408,2.619937665862752,2.773039070400976
0,2016,21,2,5,2,0.0,0,0,0,0,0,0,0,0,38,2,2.0,0,0,0,0,0,10.474335734561716,9.375779948894637,2,0,0,9,-1.0,-1.8369701987210297e-16,0.5680647467311558,-0.8229838658936564,2,0,1,0,0,0,0,0,1,2.7363717833181043,2.684503903174597,2.7718757197912924
1,2015,31,2,5,2,0.0,0,0,1,0,0,0,0,1,226,2,2.0,0,0,0,0,0,10.689099960768168,9.59053325510672,3,0,1,12,-2.4492935982947064e-16,1.0,-0.5680647467311556,-0.8229838658936565,1,1,1,0,0,1,0,0,0,2.7279944094031903,2.6243312997633286,2.7721016236441542
0,2017,15,2,1,2,0.0,0,0,0,0,0,0,1,1,212,3,2.0,0,0,0,0,0,10.501216022402485,9.402658738191125,2,0,1,8,-0.8660254037844384,-0.5000000000000004,0.9709418174260521,-0.2393156642875575,1,1,1,0,0,1,0,0,0,3.157480677455128,2.873653340917678,2.7721016236441542
0,2015,45,0,1,2,0.0,0,0,0,0,0,0,0,0,0,2,2.0,0,0,1,0,1,9.791254027322331,8.69275360980562,0,0,0,3,1.0,6.123233995736766e-17,-0.7485107481711011,0.6631226582407952,1,1,1,0,0,0,0,1,0,2.583448877706838,2.8220006343972877,2.7718757197912924
1,2015,40,0,2,2,0.0,0,0,1,0,0,0,0,0,380,2,2.0,0,0,0,0,0,9.989548269458302,8.891027730433008,1,0,0,2,0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,1,0,0,0,0,0,0,0,0,2.2334251470187865,2.6243312997633286,2.7721016236441542
0,2015,48,0,0,2,0.0,0,1,0,0,0,0,0,1,0,2,2.0,0,0,0,0,1,0.0,0.0,0,0,1,3,1.0,6.123233995736766e-17,-0.4647231720437684,0.88545602565321,1,0,0,0,0,1,0,0,0,2.8342841875511606,2.620213910149435,2.771069059750662
0,2015,52,2,5,1,1.0,0,0,0,0,1,0,0,1,38,2,2.0,1,0,0,0,0,9.452009657273809,8.353554419442593,2,38,2,4,0.8660254037844387,-0.4999999999999998,6.432490598706546e-16,1.0,1,1,1,0,0,1,0,0,0,3.3177099051831633,2.660595684457301,2.771069059750662
1,2015,45,0,1,2,1.0,0,0,0,0,0,0,0,1,13,2,3.0,1,0,0,0,0,9.461245383123998,8.07518442364738,0,0,1,3,1.0,6.123233995736766e-17,-0.7485107481711011,0.6631226582407952,1,1,1,0,0,0,0,0,1,2.7163139695485565,2.620213910149435,2.771069059750662
0,2017,23,0,1,2,0.0,0,0,0,0,0,0,0,0,39,2,2.0,0,0,0,0,0,10.67059683746875,9.57203098306691,0,0,0,10,-0.8660254037844386,0.5000000000000001,0.35460488704253584,-0.9350162426854147,1,1,1,0,0,1,0,0,0,2.7325576673992176,2.620213910149435,2.771069059750662
1,2017,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2,1.0,0,1,1,0,1,9.857465079772917,9.164370252739596,0,0,0,6,1.2246467991473532e-16,-1.0,0.8229838658936564,0.5680647467311559,1,0,0,1,0,0,1,0,0,2.5884878412643415,2.619937665862752,2.734482921954171
0,2015,53,0,5,2,0.0,0,0,0,0,0,0,0,0,138,2,2.0,0,0,0,0,0,9.755053087313309,8.656556793594909,0,0,0,4,0.8660254037844387,-0.4999999999999998,0.12053668025532314,0.992708874098054,1,0,1,0,0,0,0,0,1,2.66188011734224,2.660595684457301,2.771069059750662
0,2017,24,2,0,1,0.0,0,0,0,0,0,0,1,0,7,4,1.0,0,0,1,0,0,0.0,0.0,2,0,0,10,-0.8660254037844386,0.5000000000000001,0.23931566428755768,-0.970941817426052,1,1,1,0,0,1,0,0,0,2.581251174118251,2.6243312997633286,2.7721016236441542
0,2016,39,1,2,2,0.0,0,0,0,0,0,0,0,0,208,2,2.0,0,0,0,0,0,10.018843200023742,8.920320012304838,1,0,0,1,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,1,1,1,0,0,0,0,0,1,2.79375447182446,2.7995771905929594,2.7722462297698374
0,2017,6,2,3,2,1.0,0,0,0,0,0,0,0,1,24,2,3.0,1,0,0,0,0,9.96241567729133,8.576262722352446,2,0,1,6,1.2246467991473532e-16,-1.0,0.6631226582407952,0.7485107481711011,1,0,1,0,0,1,0,0,0,2.668500349038625,2.7610966617095727,2.773039070400976
1,2016,44,0,2,2,0.0,0,0,0,0,0,0,0,0,129,4,2.0,0,0,0,0,0,10.424616118248014,9.326063212813779,0,0,0,2,0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548,1,0,1,0,0,1,0,0,0,2.828848952938124,2.8681269105100764,2.7722462297698374
0,2017,24,0,1,1,0.0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,0,0,1,10.561712747161298,9.86859145473923,0,0,0,10,-0.8660254037844386,0.5000000000000001,0.23931566428755768,-0.970941817426052,1,1,1,0,0,0,1,0,0,2.741597142730514,2.620213910149435,2.771069059750662
1,2016,17,1,4,2,0.0,0,0,0,0,0,0,0,0,111,2,2.0,0,0,0,0,0,9.865602387141772,8.767093954276206,1,0,0,8,-0.8660254037844384,-0.5000000000000004,0.8854560256532099,-0.4647231720437685,1,1,1,0,0,1,0,0,0,2.7182234133007244,2.626062861041803,2.7722462297698374
1,2016,35,0,3,2,0.0,0,0,0,0,0,0,0,0,190,0,2.0,0,0,0,0,0,10.429918182371008,9.331364962925548,0,0,0,12,-2.4492935982947064e-16,1.0,-0.8854560256532096,-0.4647231720437691,1,0,1,0,0,1,0,0,0,2.8342841875511606,2.660595684457301,2.771069059750662
1,2017,34,2,4,2,0.0,0,0,0,0,0,0,0,0,161,4,2.0,0,0,0,0,0,10.955321077811316,9.856743718204905,2,0,0,12,-2.4492935982947064e-16,1.0,-0.8229838658936564,-0.5680647467311559,1,0,1,0,0,1,0,0,0,2.6401344221221437,2.626062861041803,2.7722462297698374
0,2016,15,0,4,1,0.0,0,0,0,0,0,0,0,0,6,2,1.0,0,1,1,0,1,9.579002481901407,8.88592446485718,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0.9709418174260521,-0.2393156642875575,1,1,1,0,0,0,1,0,0,2.5966078088390705,2.626062861041803,2.734278749874621
0,2016,46,0,1,1,0.0,0,1,0,2,0,0,0,0,0,2,1.0,0,1,1,0,1,9.110145380883889,8.417108732858756,-2,0,0,3,1.0,6.123233995736766e-17,-0.6631226582407955,0.7485107481711007,1,1,1,0,0,0,1,0,0,2.581251174118251,2.6243312997633286,2.635221813082101
1,2017,19,0,2,2,0.0,0,0,0,0,0,0,0,0,23,2,2.0,0,0,0,0,0,10.442487428263119,9.343933471030159,0,0,0,9,-1.0,-1.8369701987210297e-16,0.7485107481711013,-0.663122658240795,1,0,1,0,0,0,0,0,1,2.4284980112563668,2.6246346197067454,2.7718757197912924
0,2017,18,1,2,2,0.0,0,0,0,0,0,0,0,1,180,2,2.0,0,0,0,0,0,10.33935803001309,9.240810409402247,1,0,1,9,-1.0,-1.8369701987210297e-16,0.8229838658936565,-0.5680647467311557,4,0,0,1,0,1,0,0,0,2.828848952938124,2.8690333129168364,2.7722462297698374
1,2016,38,1,3,2,2.0,0,0,0,0,0,0,0,0,31,7,4.0,1,0,0,0,0,11.179539221769371,9.570157135227724,1,0,0,1,0.49999999999999994,0.8660254037844387,-0.992708874098054,-0.12053668025532357,1,0,1,0,0,1,0,0,0,2.8318616174293143,2.837627653282513,2.773039070400976
1,2016,45,0,3,2,0.0,0,0,0,0,0,0,0,0,311,2,2.0,0,0,0,0,0,10.33767648655839,9.23912897477765,0,0,0,3,1.0,6.123233995736766e-17,-0.7485107481711011,0.6631226582407952,1,0,1,0,0,0,0,0,1,2.558281916368267,2.6243312997633286,2.7721016236441542
0,2017,15,2,1,2,2.0,0,0,0,0,0,0,0,0,195,7,4.0,1,0,0,0,0,11.242346038273404,9.632960553412916,2,0,0,8,-0.8660254037844384,-0.5000000000000004,0.9709418174260521,-0.2393156642875575,1,0,1,0,0,1,0,0,0,2.8276990465078673,2.7688928281029224,2.7721016236441542
0,2015,53,2,1,2,1.0,0,0,0,0,0,0,0,3,12,2,3.0,1,0,0,0,0,10.595910220700341,9.209690911122133,2,0,3,4,0.8660254037844387,-0.4999999999999998,0.12053668025532314,0.992708874098054,2,0,1,0,0,0,0,0,1,2.4284980112563668,2.8220006343972877,2.7718757197912924
1,2017,24,0,4,2,0.0,0,0,0,0,1,0,0,1,107,2,2.0,0,0,0,0,0,10.7011386569839,9.60257140586473,0,107,2,10,-0.8660254037844386,0.5000000000000001,0.23931566428755768,-0.970941817426052,1,1,1,0,0,1,0,0,0,2.7182234133007244,2.626062861041803,2.7722462297698374
0,2015,48,1,2,1,0.0,0,0,0,0,0,0,0,0,98,2,1.0,0,0,0,0,0,10.01274232572063,9.319639969255256,1,0,0,3,1.0,6.123233995736766e-17,-0.4647231720437684,0.88545602565321,1,0,0,1,0,0,0,0,0,2.5472919423546396,2.7742443737605322,2.7722462297698374
0,2016,25,0,1,1,0.0,0,0,0,0,0,0,0,0,8,2,1.0,0,0,1,0,0,10.717968125437476,10.024843088097665,0,0,0,10,-0.8660254037844386,0.5000000000000001,0.12053668025532308,-0.992708874098054,1,0,1,0,0,0,0,1,0,2.581251174118251,2.6243312997633286,2.7721016236441542
0,2017,20,2,2,1,0.0,0,0,0,0,0,0,0,2,163,2,1.0,0,0,0,0,0,10.816272345783434,10.123145235263916,2,0,2,9,-1.0,-1.8369701987210297e-16,0.6631226582407952,-0.7485107481711012,1,0,1,0,0,1,0,0,0,2.8342841875511606,2.808447422233793,2.771069059750662
0,2015,43,2,2,2,0.0,0,0,0,0,0,0,0,0,42,4,2.0,0,0,0,0,0,9.550388350861486,8.451918399297696,2,0,0,2,0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,1,1,1,0,0,0,0,0,1,2.837850988261293,2.8683079081187643,2.773039070400976
0,2015,30,2,8,2,0.0,0,0,0,0,2,0,0,0,46,4,2.0,0,0,0,0,0,10.66708946887189,9.568523777614276,2,92,2,11,-0.5000000000000004,0.8660254037844384,-0.46472317204376806,-0.8854560256532101,3,1,1,0,0,0,0,0,1,2.7120101281236852,2.619937665862752,2.773039070400976
0,2015,36,0,3,2,0.0,0,0,0,0,0,0,0,0,248,2,2.0,0,0,0,0,0,10.14688225799429,9.04834836245522,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.9350162426854147,-0.3546048870425359,1,0,1,0,0,1,0,0,0,2.668500349038625,2.7411444525083755,2.773039070400976
0,2016,51,1,0,3,0.0,0,0,0,0,0,0,0,0,0,4,3.0,0,0,1,0,1,10.770832338107445,9.384600984817558,1,0,0,4,0.8660254037844387,-0.4999999999999998,-0.12053668025532363,0.992708874098054,1,0,1,0,0,1,0,0,0,2.5913161633070634,2.7806139718542586,2.771069059750662
1,2017,9,2,3,2,0.0,0,0,0,0,0,0,0,0,68,4,2.0,0,0,0,0,0,10.094342595348323,8.995812928502005,2,0,0,7,-0.4999999999999997,-0.8660254037844388,0.8854560256532099,0.4647231720437686,1,0,1,0,0,1,0,0,0,2.6786738125982765,2.6246346197067454,2.7718757197912924
0,2016,42,0,1,1,0.0,0,1,0,7,0,0,1,1,36,2,1.0,0,1,1,0,0,10.443207583124616,9.750089547711292,-7,0,1,2,0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,1,0,1,0,0,0,1,0,0,2.5884878412643415,2.619937665862752,2.696012776177587
0,2016,3,0,1,2,0.0,0,0,0,0,0,0,0,0,8,2,2.0,0,0,0,0,0,9.728339802349508,8.629846648808174,0,0,0,5,0.49999999999999994,-0.8660254037844387,0.3546048870425356,0.9350162426854148,1,1,1,0,0,1,0,0,0,2.68248709079359,2.626062861041803,2.7722462297698374
1,2017,24,2,4,2,0.0,0,0,0,0,0,0,0,1,114,7,2.0,0,0,0,0,0,10.473745087121491,9.37518933483668,2,0,1,10,-0.8660254037844386,0.5000000000000001,0.23931566428755768,-0.970941817426052,1,1,1,0,0,1,0,0,0,3.298154445313267,2.626062861041803,2.7722462297698374
0,2015,41,1,1,2,1.0,0,0,0,0,1,0,0,1,85,2,3.0,1,0,0,0,0,9.980325900960628,8.594170436124791,1,85,2,2,0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,1,0,0,1,0,0,0,0,0,2.237876698172329,2.8220006343972877,2.7718757197912924
0,2016,53,0,1,2,0.0,0,0,0,0,0,0,0,1,0,2,2.0,0,0,1,0,1,10.394922384190187,9.296371268451852,0,0,1,4,0.8660254037844387,-0.4999999999999998,0.12053668025532314,0.992708874098054,2,0,1,0,0,1,0,0,0,2.5966078088390705,2.7381464684946524,2.7722462297698374
0,2017,35,4,10,2,0.0,0,0,0,0,0,0,0,0,171,2,2.0,0,0,0,0,0,10.451540750627052,9.3529862676993,4,0,0,12,-2.4492935982947064e-16,1.0,-0.8854560256532096,-0.4647231720437691,2,1,1,0,0,0,0,0,1,2.7661602823782054,2.683600349574328,2.773039070400976
0,2015,45,2,2,2,0.0,0,0,0,0,1,0,0,0,0,4,2.0,0,0,0,0,1,10.55592366992271,9.45736345745459,2,0,1,3,1.0,6.123233995736766e-17,-0.7485107481711011,0.6631226582407952,1,0,1,0,0,1,0,0,0,2.8342841875511606,2.8789866147675753,2.771069059750662
0,2016,47,0,3,2,0.0,0,0,0,0,0,0,0,1,118,2,2.0,0,0,0,0,0,10.202920437960323,9.10438227039204,0,0,1,3,1.0,6.123233995736766e-17,-0.5680647467311559,0.8229838658936564,1,0,1,0,0,1,0,0,0,2.836790606428774,2.869852256503035,2.7718757197912924
0,2015,42,1,3,2,0.0,0,0,0,0,0,0,0,2,154,2,2.0,0,0,0,0,0,10.406071506855282,9.30751971290086,1,0,2,2,0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,1,0,0,1,0,1,0,0,0,2.836790606428774,2.6246346197067454,2.7718757197912924
0,2016,11,1,3,2,0.0,0,0,0,0,0,0,0,0,23,2,2.0,0,0,0,0,0,10.212137749299089,9.113598901697493,1,0,0,7,-0.4999999999999997,-0.8660254037844388,0.970941817426052,0.23931566428755804,1,0,1,0,0,0,0,0,1,2.4872620338643037,2.7772425842406867,2.771069059750662
1,2016,41,1,3,3,0.0,0,0,0,0,0,0,0,0,17,4,3.0,0,0,0,0,0,11.024150267104586,9.637904814334044,1,0,0,2,0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,1,0,1,0,0,1,0,0,0,2.836790606428774,2.8561510526119114,2.7718757197912924
0,2016,38,2,0,1,0.0,0,0,0,0,0,0,0,1,7,2,1.0,0,0,0,0,0,10.477680011283478,9.784560988300091,2,0,1,1,0.49999999999999994,0.8660254037844387,-0.992708874098054,-0.12053668025532357,4,0,1,0,0,1,0,0,0,2.8318616174293143,2.7877183332156936,2.773039070400976
0,2017,4,2,5,2,0.0,0,0,0,0,0,0,0,1,14,2,2.0,0,0,0,0,0,9.826901281165037,8.728396946202166,2,0,1,5,0.49999999999999994,-0.8660254037844387,0.4647231720437685,0.8854560256532099,4,0,1,0,0,1,0,0,0,2.668500349038625,2.7646248793391384,2.773039070400976
1,2016,9,1,2,2,0.0,0,0,0,0,0,0,0,0,60,1,2.0,0,0,0,0,0,10.131377422239568,9.032844751596066,1,0,0,6,1.2246467991473532e-16,-1.0,0.8854560256532099,0.4647231720437686,1,1,1,0,0,1,0,0,0,2.731333256828505,2.620213910149435,2.771069059750662
0,2017,28,0,2,2,0.0,0,0,0,0,0,0,0,1,37,2,2.0,0,0,0,0,0,10.48809082247565,9.38953426494716,0,0,1,11,-0.5000000000000004,0.8660254037844384,-0.23931566428755743,-0.9709418174260521,4,0,1,0,0,1,0,0,0,2.836790606428774,2.8220006343972877,2.7718757197912924
1,2017,24,2,5,2,0.0,0,0,0,0,1,0,0,1,211,3,2.0,0,0,0,0,0,10.184274155789824,9.085737383217628,2,211,2,10,-0.8660254037844386,0.5000000000000001,0.23931566428755768,-0.970941817426052,1,1,1,0,0,0,0,0,1,2.602233566656203,2.6243312997633286,2.7721016236441542
1,2016,46,2,2,2,0.0,0,0,0,0,2,0,0,2,200,2,2.0,0,0,0,0,0,10.220716169872778,9.122176694980194,2,400,4,3,1.0,6.123233995736766e-17,-0.6631226582407955,0.7485107481711007,1,0,1,0,0,1,0,0,0,2.828848952938124,2.837410867772877,2.7722462297698374
0,2017,20,1,1,2,0.0,0,0,0,0,0,0,0,2,6,2,2.0,0,0,0,0,1,10.405332268406637,9.306780519187413,1,0,2,9,-1.0,-1.8369701987210297e-16,0.6631226582407952,-0.7485107481711012,1,1,1,0,0,1,0,0,0,2.728261300870928,2.8343403121326336,2.773039070400976
0,2016,26,1,3,2,0.0,0,0,0,0,0,0,0,0,47,4,2.0,0,0,0,0,0,10.783042098262081,9.684471305504971,1,0,0,10,-0.8660254037844386,0.5000000000000001,-3.216245299353273e-16,-1.0,2,0,1,0,0,1,0,0,0,2.828848952938124,2.626062861041803,2.7722462297698374
0,2016,5,2,2,2,0.0,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0,0,1,10.36950418174972,9.270954640797848,2,0,0,5,0.49999999999999994,-0.8660254037844387,0.5680647467311558,0.8229838658936564,1,0,1,0,0,1,0,0,0,2.8318616174293143,2.7610966617095727,2.773039070400976
0,2016,50,1,0,1,0.0,0,0,0,0,0,0,1,0,16,4,1.0,0,0,1,0,0,10.783370906116685,10.090244466906508,1,0,0,4,0.8660254037844387,-0.4999999999999998,-0.2393156642875578,0.970941817426052,1,0,1,0,0,0,0,1,0,2.5913161633070634,2.620213910149435,2.771069059750662
1,2017,32,0,3,2,0.0,0,0,0,0,0,0,0,0,134,4,2.0,0,0,0,0,0,10.705183710203913,9.606616277277503,0,0,0,12,-2.4492935982947064e-16,1.0,-0.663122658240795,-0.7485107481711013,1,0,1,0,0,1,0,0,0,2.6654057280936643,2.6243312997633286,2.7721016236441542
0,2017,26,2,3,2,0.0,0,0,0,0,0,0,0,1,118,4,2.0,0,0,0,0,0,10.940747882025434,9.842171035165158,2,0,1,11,-0.5000000000000004,0.8660254037844384,-3.216245299353273e-16,-1.0,1,1,1,0,0,1,0,0,0,2.7182234133007244,2.626062861041803,2.7722462297698374
0,2016,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,2,1.0,0,1,1,0,1,10.295680642424273,9.602567239976587,1,0,0,7,-0.4999999999999997,-0.8660254037844388,1.0,-1.6081226496766364e-16,1,0,1,0,0,0,1,0,0,2.5966078088390705,2.834425338876217,2.7248299058366294
1,2017,34,0,2,2,0.0,0,0,0,0,0,0,0,1,55,2,2.0,0,0,0,0,0,10.757324628430194,9.65875491666076,0,0,1,12,-2.4492935982947064e-16,1.0,-0.8229838658936564,-0.5680647467311559,4,0,1,0,0,1,0,0,0,2.656755920267443,2.620213910149435,2.771069059750662
0,2017,29,2,3,2,0.0,0,0,0,0,0,0,1,1,35,7,2.0,0,0,0,0,0,11.117236860727008,10.018654279751544,2,0,1,11,-0.5000000000000004,0.8660254037844384,-0.3546048870425356,-0.9350162426854148,1,1,1,0,0,1,0,0,0,3.3177099051831633,2.7372086982916977,2.771069059750662
0,2016,31,0,2,1,0.0,0,0,0,0,0,0,0,0,0,2,1.0,0,1,1,0,1,9.940779483707853,9.247680471730249,0,0,0,11,-0.5000000000000004,0.8660254037844384,-0.5680647467311556,-0.8229838658936565,1,0,0,1,0,0,1,0,0,2.5966078088390705,2.626062861041803,2.3088237347251486
1,2016,13,0,3,2,0.0,0,0,0,0,0,0,0,1,66,4,2.0,0,0,0,0,0,9.873779094096653,8.775269815538563,0,0,1,7,-0.4999999999999997,-0.8660254037844388,1.0,-1.6081226496766364e-16,1,1,1,0,0,1,0,0,0,2.7182234133007244,2.626062861041803,2.7722462297698374
1,2016,23,0,1,1,0.0,0,0,0,0,0,0,0,0,14,2,1.0,0,1,1,0,0,9.930340756196978,9.237242249659326,0,0,0,10,-0.8660254037844386,0.5000000000000001,0.35460488704253584,-0.9350162426854147,1,1,1,0,0,0,1,0,0,2.583448877706838,2.6246346197067454,2.727103387497996
1,2015,49,0,1,2,0.0,0,0,0,0,0,0,0,2,117,3,2.0,0,0,0,0,0,9.786158476324562,8.687658630275697,0,0,2,4,0.8660254037844387,-0.4999999999999998,-0.35460488704253595,0.9350162426854147,1,1,1,0,0,1,0,0,0,2.7279944094031903,2.6243312997633286,2.7721016236441542
0,2015,45,0,2,2,0.0,0,1,0,0,1,0,0,0,10,2,2.0,0,0,1,0,0,10.464981290305131,9.366426035656975,0,10,1,3,1.0,6.123233995736766e-17,-0.7485107481711011,0.6631226582407952,1,0,1,0,0,0,0,1,0,2.5913161633070634,2.8541757225999156,2.771069059750662
1,2015,41,0,2,2,0.0,0,0,1,0,0,0,0,1,19,2,2.0,0,0,0,0,0,10.659779940272402,9.561214590859741,1,0,1,2,0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,1,0,0,0,0,1,0,0,0,2.8276990465078673,2.6243312997633286,2.7721016236441542
